CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
50013,1,0.0,1,11.0,2.0,3,3,2,1,13.0,2.0,2.0,2.0,134.41,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
50014,1,0.0,1,15.0,3.0,4,3,1,1,17.0,0.0,1.0,0.0,133.88,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50015,1,9.0,3,15.0,3.0,4,2,2,0,16.0,0.0,4.0,7.0,196.19,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
50016,1,,2,12.0,3.0,3,5,5,1,22.0,1.0,1.0,2.0,120.73,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False
50017,1,0.0,1,12.0,,4,2,2,1,18.0,1.0,1.0,0.0,129.26,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50018,1,0.0,3,11.0,2.0,4,3,2,1,11.0,1.0,1.0,3.0,157.44,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
50019,1,0.0,1,13.0,3.0,5,3,2,1,24.0,1.0,1.0,6.0,160.74,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50020,1,19.0,1,20.0,3.0,3,4,10,1,18.0,1.0,4.0,3.0,149.63,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
50021,1,0.0,3,12.0,3.0,5,3,5,1,18.0,6.0,7.0,7.0,161.72,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50022,1,20.0,1,29.0,3.0,3,2,2,0,12.0,11.0,15.0,6.0,203.12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50023,1,,3,28.0,2.0,3,3,2,1,19.0,0.0,1.0,0.0,116.75,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
50024,1,0.0,3,26.0,3.0,5,3,4,1,11.0,1.0,2.0,2.0,145.59,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50025,1,14.0,1,14.0,2.0,5,2,3,0,15.0,0.0,1.0,3.0,206.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
50026,1,0.0,1,15.0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
50027,0,8.0,3,6.0,3.0,3,4,2,0,13.0,1.0,1.0,6.0,172.95,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
50028,0,,3,12.0,2.0,3,3,3,1,20.0,0.0,4.0,5.0,123.06,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False
50029,0,18.0,1,,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123.48,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50030,0,5.0,3,14.0,2.0,3,2,2,0,14.0,2.0,3.0,7.0,189.98,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
50031,0,2.0,1,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143.19,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50032,0,0.0,1,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161.32,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50033,0,30.0,1,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133.46,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50034,0,13.0,3,10.0,3.0,4,2,8,0,11.0,2.0,2.0,11.0,208.55,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
50035,0,,3,8.0,3.0,3,3,7,0,18.0,1.0,1.0,2.0,122.31,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
50036,0,0.0,1,,3.0,3,2,2,0,24.0,0.0,2.0,2.0,123.23,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50037,0,,1,15.0,2.0,3,4,7,0,18.0,0.0,2.0,2.0,120.24,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
50038,0,1.0,1,27.0,,3,2,2,0,11.0,0.0,1.0,2.0,127.13,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50039,0,30.0,1,30.0,2.0,2,2,4,1,16.0,1.0,1.0,4.0,194.39,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50040,0,0.0,1,,3.0,4,3,2,1,15.0,0.0,1.0,1.0,125.66,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
50041,0,23.0,1,17.0,2.0,3,4,4,0,,2.0,4.0,4.0,299.26,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
50042,0,14.0,1,,2.0,3,3,5,0,12.0,1.0,1.0,8.0,124.51,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
50043,0,3.0,3,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194.19,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50044,0,11.0,3,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,186.86,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50045,0,5.0,1,12.0,,3,3,4,0,20.0,0.0,1.0,4.0,130.38,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
50046,0,0.0,1,23.0,,3,4,1,1,16.0,1.0,1.0,1.0,130.58,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
50047,1,0.0,3,,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123.25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
50048,0,,1,9.0,1.0,3,4,5,0,12.0,4.0,7.0,2.0,120.88,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50049,0,3.0,1,15.0,,3,5,2,0,11.0,0.0,6.0,10.0,130.72,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
50050,0,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150.06,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50051,0,29.0,1,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,142.57,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50052,0,6.0,1,,2.0,3,2,1,0,14.0,0.0,1.0,2.0,125.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
50053,1,0.0,1,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111.02,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50054,0,19.0,3,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,204.53,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
50055,0,,1,15.0,3.0,3,2,2,0,12.0,1.0,2.0,1.0,122.88,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50056,0,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139.29,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50057,0,,1,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123.11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50058,1,4.0,3,26.0,,3,4,2,1,22.0,0.0,1.0,2.0,131.4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
50059,0,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,136.9,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
50060,0,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,144.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50061,0,6.0,1,20.0,,3,4,2,0,13.0,0.0,1.0,6.0,127.56,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50062,0,13.0,1,10.0,2.0,3,3,2,0,14.0,,9.0,9.0,290.33,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
50063,0,28.0,1,20.0,3.0,2,4,9,0,11.0,,2.0,15.0,287.22,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
50064,0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195.47,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50065,0,24.0,1,9.0,3.0,3,4,4,0,18.0,0.0,,0.0,237.34,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
50066,0,25.0,1,6.0,3.0,4,3,1,0,,1.0,11.0,9.0,299.99,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
50067,0,,1,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,122.79,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50068,1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159.16,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50069,0,,1,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,120.89,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
50070,0,18.0,1,8.0,3.0,4,2,10,0,23.0,,11.0,8.0,267.92,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
50071,0,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,135.64,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
50072,0,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144.25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
50073,0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,152.65,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50074,0,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,165.53,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50075,0,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,162.61,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50076,0,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,142.98,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50077,0,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168.04,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50078,0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138.15,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
50079,0,13.0,1,25.0,,3,2,9,1,15.0,1.0,3.0,7.0,127.41,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
50080,1,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,166.73,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50081,1,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176.39,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50082,0,0.0,1,,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123.28,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
50083,0,,1,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,121.53,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50084,0,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,148.76,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50085,0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,193.96,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50086,1,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
50087,0,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,184.74,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
50088,0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,199.81,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50089,0,24.0,1,14.0,2.0,4,4,6,0,16.0,1.0,4.0,,224.9,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
50090,1,0.0,1,,2.0,3,5,6,1,11.0,1.0,1.0,4.0,126.57,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
50091,0,14.0,3,12.0,3.0,3,2,4,1,18.0,0.0,,0.0,235.91000000000005,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
50092,1,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,166.96,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50093,1,,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,120.58,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
50094,0,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,188.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50095,0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159.4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
50096,0,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159.14,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50097,0,6.0,1,,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126.22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50098,0,10.0,1,17.0,2.0,3,2,2,1,14.0,0.0,1.0,,221.85,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
50099,0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206.09,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50100,0,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143.45,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50101,0,,1,9.0,3.0,4,2,4,0,17.0,0.0,1.0,0.0,121.77,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
50102,0,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
50103,0,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179.18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50104,0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,187.89,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
50105,1,0.0,1,,2.0,4,2,2,1,13.0,0.0,1.0,1.0,123.89,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50106,0,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132.12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50107,0,15.0,1,10.0,2.0,3,2,2,0,,0.0,11.0,15.0,292.32,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
50108,0,,2,12.0,2.0,3,3,9,0,17.0,2.0,2.0,2.0,122.67,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50109,0,23.0,3,6.0,3.0,3,2,4,0,,1.0,1.0,6.0,295.17,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
50110,1,0.0,1,,2.0,3,2,6,1,13.0,0.0,1.0,4.0,124.36,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50111,0,16.0,3,22.0,3.0,3,2,6,1,22.0,0.0,,9.0,260.64,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
50112,1,0.0,1,8.0,,3,5,8,0,20.0,1.0,1.0,7.0,127.07,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
50113,0,25.0,3,8.0,3.0,4,3,2,1,18.0,,15.0,12.0,290.68,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
50114,0,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139.31,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
50115,1,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137.3,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50116,0,,1,6.0,3.0,3,3,8,0,14.0,0.0,1.0,2.0,122.32,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50117,0,5.0,3,32.0,3.0,3,2,1,0,18.0,1.0,2.0,2.0,144.65,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
50118,0,14.0,1,25.0,,3,5,3,0,16.0,1.0,1.0,0.0,130.72,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50119,0,13.0,1,30.0,3.0,3,2,2,0,17.0,2.0,4.0,7.0,133.19,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
50120,0,18.0,1,6.0,3.0,2,2,1,0,,1.0,1.0,7.0,292.02,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
50121,0,4.0,1,9.0,3.0,3,3,10,0,12.0,1.0,,2.0,236.75,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50122,0,6.0,1,11.0,,4,2,2,0,13.0,0.0,1.0,2.0,129.11,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
50123,0,7.0,1,8.0,2.0,4,5,7,0,13.0,0.0,5.0,9.0,159.57,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50124,0,10.0,1,6.0,2.0,4,5,3,0,14.0,1.0,1.0,2.0,139.2,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50125,0,18.0,1,13.0,3.0,2,3,5,0,17.0,0.0,1.0,2.0,164.34,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50126,1,0.0,1,16.0,3.0,3,3,7,0,11.0,1.0,1.0,0.0,200.48,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50127,0,12.0,1,8.0,3.0,3,3,1,0,25.0,10.0,11.0,,209.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
50128,0,2.0,1,,2.0,3,2,2,0,19.0,0.0,1.0,5.0,123.4,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
50129,0,15.0,1,23.0,2.0,2,5,4,1,13.0,0.0,1.0,2.0,165.45,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50130,0,2.0,3,26.0,2.0,3,2,3,0,14.0,1.0,1.0,2.0,169.31,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
50131,0,0.0,1,6.0,3.0,3,3,1,0,12.0,1.0,1.0,2.0,148.98,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50132,0,15.0,1,,2.0,4,5,1,1,11.0,4.0,7.0,8.0,125.93,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50133,0,13.0,1,8.0,2.0,3,3,1,0,,0.0,3.0,9.0,294.36,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
50134,0,24.0,1,6.0,,3,2,2,0,11.0,1.0,1.0,0.0,127.23,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
50135,1,0.0,1,35.0,3.0,4,4,1,0,11.0,1.0,1.0,4.0,134.79,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50136,0,5.0,1,13.0,,2,4,2,0,20.0,0.0,1.0,3.0,127.94,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
50137,0,11.0,3,8.0,2.0,4,2,4,0,18.0,6.0,7.0,5.0,152.49,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50138,0,,1,8.0,2.0,4,5,5,0,13.0,0.0,1.0,4.0,121.76,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
50139,0,19.0,3,8.0,3.0,5,4,4,1,12.0,,7.0,7.0,268.72,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
50140,1,0.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,0.0,134.85,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
50141,0,2.0,3,8.0,3.0,4,4,3,0,19.0,0.0,1.0,0.0,166.44,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50142,0,4.0,1,29.0,3.0,4,2,1,0,21.0,1.0,7.0,8.0,155.82,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50143,0,0.0,1,11.0,2.0,2,5,2,0,12.0,1.0,1.0,5.0,140.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50144,0,18.0,1,26.0,3.0,3,2,1,1,14.0,0.0,,10.0,234.96,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
50145,0,9.0,1,12.0,2.0,3,2,1,0,11.0,4.0,10.0,11.0,132.1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
50146,0,28.0,1,6.0,2.0,3,5,1,1,14.0,,4.0,13.0,290.45,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
50147,1,10.0,1,35.0,2.0,3,4,2,1,12.0,5.0,9.0,,218.49,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
50148,0,,1,15.0,3.0,3,2,2,0,23.0,1.0,1.0,4.0,120.7,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50149,0,10.0,3,12.0,3.0,3,2,5,0,14.0,0.0,1.0,1.0,165.02,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50150,0,0.0,1,9.0,3.0,4,3,2,0,17.0,1.0,1.0,0.0,132.3,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50151,0,10.0,1,6.0,0.0,3,2,3,1,18.0,0.0,,2.0,236.03,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50152,0,2.0,1,28.0,3.0,2,4,8,0,18.0,5.0,6.0,,219.96,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
50153,0,11.0,3,13.0,2.0,2,5,2,1,24.0,0.0,7.0,7.0,156.05,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50154,0,0.0,1,6.0,2.0,3,4,2,0,20.0,0.0,1.0,4.0,163.97,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50155,0,23.0,1,10.0,3.0,3,4,4,0,14.0,,1.0,6.0,291.44,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
50156,0,26.0,1,9.0,2.0,3,3,4,1,16.0,,1.0,3.0,275.84,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
50157,0,15.0,3,6.0,2.0,3,3,2,0,25.0,4.0,11.0,6.0,149.07,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50158,0,2.0,3,8.0,2.0,3,2,2,0,18.0,0.0,1.0,9.0,145.54,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50159,0,28.0,1,26.0,2.0,3,2,4,1,19.0,1.0,1.0,8.0,154.15,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50160,0,0.0,1,17.0,2.0,3,5,2,1,13.0,2.0,3.0,3.0,147.41,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50161,0,,1,6.0,2.0,3,2,2,0,12.0,1.0,5.0,7.0,121.15,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50162,1,7.0,1,30.0,,3,3,4,1,22.0,0.0,1.0,0.0,131.61,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
50163,0,11.0,1,29.0,2.0,3,2,10,0,14.0,0.0,1.0,2.0,157.45,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50164,1,0.0,1,,2.0,3,4,3,1,13.0,1.0,1.0,2.0,123.73,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
50165,0,1.0,1,14.0,3.0,3,2,2,0,21.0,0.0,1.0,2.0,133.1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50166,0,22.0,1,16.0,2.0,3,5,10,1,11.0,,1.0,2.0,286.65,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
50167,0,9.0,1,9.0,1.0,3,4,5,0,12.0,6.0,7.0,7.0,144.85,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True
50168,0,4.0,3,11.0,,3,4,2,0,11.0,0.0,2.0,2.0,127.89,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50169,1,0.0,3,10.0,2.0,4,2,2,1,12.0,7.0,7.0,4.0,158.28,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
50170,0,10.0,1,,2.0,3,2,2,1,12.0,0.0,1.0,2.0,123.26,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50171,0,15.0,3,32.0,3.0,3,4,6,0,14.0,2.0,,8.0,235.25,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
